"mgen_id	mgen_group_id"
"PSM7J1CG_G111868	hmp2"
"PSM7J1CI_G110412	hmp2"
"PSM7J136_G110431	hmp2"
"PSM7J13E_G110429	hmp2"
"PSM6XBRK_G110458	hmp2"
"PSM6XBRK_TR_P6009C1_MGX	hmp2"
"PSM6XBS4_G110460	hmp2"
"PSM6XBS8_G111912	hmp2"
"PSM6XBSA_G111860	hmp2"
"PSM6XBTL_G111930	hmp2"
"PSM6XBTP_G110407	hmp2"
"PSM7J1CU_G110415	hmp2"
"PSM7J13Y_G111921	hmp2"
"PSM7J141_G110430	hmp2"
"PSM6XBSI_G110464	hmp2"
"PSM6XBSO_G110449	hmp2"
"PSM6XBSM_G110447	hmp2"
"PSM6XBSK_G111928	hmp2"
"PSM6XBV2_G110392	hmp2"
"PSM6XBV4_G110397	hmp2"
"PSM6XBUG_G110403	hmp2"
"PSM6XBUI_G110405	hmp2"
"PSM6XBUM_G111864	hmp2"
"PSM6XBUK_G110400	hmp2"
"PSM6XBUQ_G110417	hmp2"
"PSM6XBUO_G111878	hmp2"
"PSM7J18E_G110409	hmp2"
"PSM7J18G_G110410	hmp2"
"PSM7J18I_G110414	hmp2"
"PSM7J18K_G110419	hmp2"
"PSM7J18M_G110433	hmp2"
"PSM7J14L_G110428	hmp2"
"PSM7J14N_G110420	hmp2"
"PSM7J14P_G110426	hmp2"
"PSM7J14R_G110424	hmp2"
"PSM7J14T_G110440	hmp2"
"PSM6XBSE_G110459	hmp2"
"PSM6XBVI_G110466	hmp2"
"PSM6XBVK_G110398	hmp2"
"PSM6XBVM_G111927	hmp2"
"PSM6XBVO_G111855	hmp2"
"PSM6XBVQ_G111861	hmp2"
"PSM6XBVS_G111958	hmp2"
"PSM7J1B7_G111938	hmp2"
"PSM7J1B9_G111953	hmp2"
"PSM7J1BB_G110401	hmp2"
"PSM7J1BD_G111970	hmp2"
"PSM7J1BF_G110418	hmp2"
"PSM7J1BH_G111962	hmp2"
"PSM7J18Q_G110435	hmp2"
"PSM6XBT3_G110448	hmp2"
"PSM6XBT5_G111946	hmp2"
"PSM6XBT7_G111947	hmp2"
"PSM6XBT9_G110396	hmp2"
"PSM6XBTB_G111959	hmp2"
"PSM6XBTD_G111940	hmp2"
"PSM7J1AM_G110666	hmp2"
"PSM7J1AS_G111957	hmp2"
"PSM7J1AU_G110673	hmp2"
"PSM7J1AO_G111969	hmp2"
"PSM7J1AQ_G111973	hmp2"
"PSM7J1AW_G111963	hmp2"
"PSM7J193_G110678	hmp2"
"PSM7J127_G111994	hmp2"
"PSM7J129_G111997	hmp2"
"PSM7J12B_G111983	hmp2"
"PSM7J12D_G110719	hmp2"
"PSM7J12F_G111982	hmp2"
"PSM7J169_G111976	hmp2"
"PSM7J16F_G112001	hmp2"
"PSM7J16B_G111998	hmp2"
"PSM7J16H_G112003	hmp2"
"PSM6XBTR_G111949	hmp2"
"PSM6XBTT_G111950	hmp2"
"PSM6XBTX_G111939	hmp2"
"PSM6XBU2_G111967	hmp2"
"PSM7J1DF_G111972	hmp2"
"PSM7J1DL_G111964	hmp2"
"PSM7J14X_G110715	hmp2"
"PSM7J154_G110707	hmp2"
"PSM7J156_G111995	hmp2"
"PSM7J199_G110665	hmp2"
"PSM7J19B_G110670	hmp2"
"PSM7J19F_G110667	hmp2"
"PSM7J19H_G111960	hmp2"
"PSM7J19J_G110681	hmp2"
"PSM7J17L_G110687	hmp2"
"PSM7J17T_G111984	hmp2"
"PSM7J158_G111988	hmp2"
"PSM7J15A_G110716	hmp2"
"PSM7J15G_G111989	hmp2"
"PSM7J15I_G111977	hmp2"
"PSMA265N_G110723	hmp2"
"PSMA265T_G110690	hmp2"
"PSM7J19N_G110671	hmp2"
"PSM7J19P_G110668	hmp2"
"PSM7J19R_G111955	hmp2"
"PSM7J19T_G111965	hmp2"
"PSM7J16U_G110674	hmp2"
"PSM7J16W_G111986	hmp2"
"PSM7J16Y_G110713	hmp2"
"PSM7J171_G110708	hmp2"
"PSM7J173_G111978	hmp2"
"PSM6XBW3_G111948	hmp2"
"PSM7J19Z_G111937	hmp2"
"PSM7J1A2_G110669	hmp2"
"PSM7J1A4_G111951	hmp2"
"PSM7J1A6_G110672	hmp2"
"PSM7J1A8_G110682	hmp2"
"PSM7J17V_G110684	hmp2"
"PSM7J17X_G110688	hmp2"
"PSM7J17Z_G110675	hmp2"
"PSM7J182_G110679	hmp2"
"PSM7J184_G110705	hmp2"
"PSM7J186_G110714	hmp2"
"PSM7J15K_G111975	hmp2"
"PSM7J15M_G111980	hmp2"
"PSM7J15O_G110706	hmp2"
"PSM7J15Q_G110709	hmp2"
"PSM7J15S_G110711	hmp2"
"PSM7J15U_G110721	hmp2"
"PSMA265D_G112000	hmp2"
"PSMA265F_G110731	hmp2"
"PSMA265L_G110729	hmp2"
"PSMA265J_G110659	hmp2"
"PSMA265J_TR_P6018C23_MGX	hmp2"
"PSMA265H_G110662	hmp2"
"PSM7J1BJ_G111952	hmp2"
"PSM7J1BL_G111956	hmp2"
"PSM7J1BP_G111968	hmp2"
"PSM7J1BR_G110685	hmp2"
"PSM7J12J_G110677	hmp2"
"PSM7J12R_G110718	hmp2"
"PSMA263M_G111979	hmp2"
"PSMA263S_G111999	hmp2"
"PSMA263U_G111987	hmp2"
"PSMA263W_G110735	hmp2"
"PSM7J1BV_G111954	hmp2"
"PSM7J1BX_G111966	hmp2"
"PSM7J1C4_G111971	hmp2"
"PSM7J12V_G111993	hmp2"
"PSM7J12Z_G111974	hmp2"
"PSMA264K_G111941	hmp2"
"PSM7J177_G110680	hmp2"
"PSM7J179_G110683	hmp2"
"PSM7J17B_G110686	hmp2"
"PSM7J17D_G111961	hmp2"
"PSM7J17F_G110676	hmp2"
"PSM7J15W_G110717	hmp2"
"PSM7J161_G110710	hmp2"
"PSM7J163_G110720	hmp2"
"PSMA2668_G110734	hmp2"
"PSMA266C_G111945	hmp2"
"PSM7J13I_G111991	hmp2"
"PSM7J13K_G111992	hmp2"
"PSM7J13Q_G111981	hmp2"
"PSM7J13M_G110712	hmp2"
"PSMA2653_G111985	hmp2"
"PSMA2659_G111942	hmp2"
"PSMA265B_G110691	hmp2"
"PSMA267D_G111935	hmp2"
"PSMA267F_G111936	hmp2"
"PSMA267H_G110698	hmp2"
"PSMA264O_G111996	hmp2"
"PSMA264Q_G111990	hmp2"
"PSMA264S_G110730	hmp2"
"PSMA264U_G110732	hmp2"
"PSMA264W_G112002	hmp2"
"PSMA267J_G110663	hmp2"
"PSMA267P_G110696	hmp2"
"PSMA267R_G110697	hmp2"
"PSMB4MBK_G110701	hmp2"
"PSMB4MBI_G111933	hmp2"
"PSMB4MC7_G110703	hmp2"
"PSM7J4EF_G110724	hmp2"
"PSMA266I_G110733	hmp2"
"PSMA266M_G110661	hmp2"
"PSMA266O_G111944	hmp2"
"PSMA266Q_G110692	hmp2"
"PSMA269G_G110695	hmp2"
"PSMA269O_G110700	hmp2"
"PSMB4MBS_G110702	hmp2"
"PSMA265X_G110722	hmp2"
"PSMA266U_G110728	hmp2"
"PSMA266Y_G110689	hmp2"
"PSMA2671_G111943	hmp2"
"PSMA2675_G110693	hmp2"
"PSMA269S_G110694	hmp2"
"PSMA269W_G110699	hmp2"
"PSMA26A1_G111931	hmp2"
"PSMA26A3_G110660	hmp2"
"PSMB4MC1_G111932	hmp2"
"PSMB4MC3_G111934	hmp2"
"PSMB4MC5_G110704	hmp2"
"SS01000	ucfmt"
"SS01001	ucfmt"
"SS01004	ucfmt"
"SS01005	ucfmt"
"SS01002	ucfmt"
"SS01007	ucfmt"
"SS01006	ucfmt"
"SS01009	ucfmt"
"SS01008	ucfmt"
"SS01011	ucfmt"
"SS01013	ucfmt"
"SS01012	ucfmt"
"SS01015	ucfmt"
"SS01016	ucfmt"
"SS01019	ucfmt"
"SS01017	ucfmt"
"SS01018	ucfmt"
"SS01022	ucfmt"
"SS01023	ucfmt"
"SS01027	ucfmt"
"SS01026	ucfmt"
"SS01030	ucfmt"
"SS01033	ucfmt"
"SS01036	ucfmt"
"SS01037	ucfmt"
"SS01038	ucfmt"
"SS01042	ucfmt"
"SS01048	ucfmt"
"SS01047	ucfmt"
"SS01052	ucfmt"
"SS01055	ucfmt"
"SS01059	ucfmt"
"SS01057	ucfmt"
"SS01056	ucfmt"
"SS01083	ucfmt"
"SS01053	ucfmt"
"SS01054	ucfmt"
"SS01060	ucfmt"
"SS01063	ucfmt"
"SS01066	ucfmt"
"SS01068	ucfmt"
"SS01069	ucfmt"
"SS01073	ucfmt"
"SS01072	ucfmt"
"SS01075	ucfmt"
"SS01076	ucfmt"
"SS01078	ucfmt"
"SS01088	ucfmt"
"SS01080	ucfmt"
"SS01081	ucfmt"
"SS01084	ucfmt"
"SS01094	ucfmt"
"SS01087	ucfmt"
"SS01090	ucfmt"
"SS01091	ucfmt"
"SS01097	ucfmt"
"SS01086	ucfmt"
"SS01092	ucfmt"
"SS01098	ucfmt"
"SS01100	ucfmt"
"SS01103	ucfmt"
"DS0097_007	ucfmt"
"DS0097_008	ucfmt"
"DS0097_001	ucfmt"
"DS0097_009	ucfmt"
"DS0097_010	ucfmt"
"DS0097_002	ucfmt"
"DS0097_003	ucfmt"
"DS0097_011	ucfmt"
"DS0097_012	ucfmt"
"DS0097_004	ucfmt"
"DS0097_014	ucfmt"
"DS0097_005	ucfmt"
"DS0097_013	ucfmt"
"DS0097_006	ucfmt"
"DS0097_015	ucfmt"
"DS0097_016	ucfmt"
"DS0097_017	ucfmt"
"DS0485_002	ucfmt"
"DS0097_028	ucfmt"
"DS0097_029	ucfmt"
"DS0097_030	ucfmt"
"DS0097_022	ucfmt"
"DS0097_031	ucfmt"
"DS0097_023	ucfmt"
"DS0097_032	ucfmt"
"DS0097_024	ucfmt"
"DS0097_034	ucfmt"
"DS0097_025	ucfmt"
"DS0097_035	ucfmt"
"DS0097_026	ucfmt"
"DS0097_027	ucfmt"
"DS0097_036	ucfmt"
"SS01108	ucfmt"
"SS01105	ucfmt"
"SS01117	ucfmt"
"SS01120	ucfmt"
"SS01123	ucfmt"
"SS01125	ucfmt"
"SS01126	ucfmt"
"SS01127	ucfmt"
"SS01128	ucfmt"
"SS01130	ucfmt"
"SS01131	ucfmt"
"SS01133	ucfmt"
"SS01134	ucfmt"
"SS01135	ucfmt"
"SS01137	ucfmt"
"SS01138	ucfmt"
"SS01136	ucfmt"
"SS01139	ucfmt"
"SS01141	ucfmt"
"SS01140	ucfmt"
"SS01142	ucfmt"
"SS01149	ucfmt"
"SS01145	ucfmt"
"SS01146	ucfmt"
"SS01151	ucfmt"
"SS01147	ucfmt"
"SS01150	ucfmt"
"SS01154	ucfmt"
"SS01155	ucfmt"
"SS01148	ucfmt"
"SS01156	ucfmt"
"SS01160	ucfmt"
"SS01157	ucfmt"
"SS01158	ucfmt"
"SS01153	ucfmt"
"SS01162	ucfmt"
"SS01161	ucfmt"
"SS01164	ucfmt"
"SS01163	ucfmt"
"SS01169	ucfmt"
"SS01165	ucfmt"
"SS01168	ucfmt"
"SS01167	ucfmt"
"SS01166	ucfmt"
"SS01170	ucfmt"
"SS01171	ucfmt"
"DS0044_002	ucfmt"
"DS0044_003	ucfmt"
"DS0044_004	ucfmt"
"DS0044_005	ucfmt"
"DS0044_006	ucfmt"
"DS0044_007	ucfmt"
"DS0044_008	ucfmt"
"DS0044_009	ucfmt"
"DS0044_010	ucfmt"
"DS0044_011	ucfmt"
"SS01172	ucfmt"
"SS01185	ucfmt"
"SS01008b	ucfmt"
"SS01013b	ucfmt"
"SS01020b	ucfmt"
"SS01032b	ucfmt"
"SS01034b	ucfmt"
"SS01039b	ucfmt"
"SS01043b	ucfmt"
"SS01046b	ucfmt"
"SS01062b	ucfmt"
"SS01093b	ucfmt"
"SS01117b	ucfmt"
"SS01120b	ucfmt"
"SS01126b	ucfmt"
"SS01067	ucfmt"
"SS01070	ucfmt"
"SS01089	ucfmt"
"SS01093c	ucfmt"
"SS01109	ucfmt"
"SS01119	ucfmt"
"SS01124	ucfmt"
"SS01132	ucfmt"
"SS01173	ucfmt"
"SS01175	ucfmt"
"SS01176	ucfmt"
"SS01177	ucfmt"
"SS01179	ucfmt"
"SS01180	ucfmt"
"SS01181	ucfmt"
"SS01182	ucfmt"
"SS01183	ucfmt"
"SS01184	ucfmt"
"SS01185b	ucfmt"
"SS01188	ucfmt"
"SS01191	ucfmt"
"SS01194	ucfmt"
"SS01195	ucfmt"
"SS01197	ucfmt"
"SS01198	ucfmt"
"SS01199	ucfmt"
"SS01200	ucfmt"
"SS01201	ucfmt"
"SS01203	ucfmt"
"SS01204	ucfmt"
"SS01205	ucfmt"
"SS01206	ucfmt"
"SS01207	ucfmt"
"SS01208	ucfmt"
"SS01210	ucfmt"
"SS01211	ucfmt"
"SS01212	ucfmt"
"SS01213	ucfmt"
"SS01214	ucfmt"
"SS01216	ucfmt"
"SS01217	ucfmt"
"SS01218	ucfmt"
"SS01219	ucfmt"
"SS01220	ucfmt"
"SS01221	ucfmt"
"SS01222	ucfmt"
"SS01223	ucfmt"
"SS01224	ucfmt"
"SS01225	ucfmt"
"SS01226	ucfmt"
"SS01227	ucfmt"
"SS01228	ucfmt"
"SS01229	ucfmt"
"SS01230	ucfmt"
"SS01231	ucfmt"
"SS01232	ucfmt"
"SS01234	ucfmt"
"SS01236	ucfmt"
"SS01239	ucfmt"
"SS01240	ucfmt"
"SS01241	ucfmt"
"SS01242	ucfmt"
"SS01247	ucfmt"
"SS01248	ucfmt"
"SS01252	ucfmt"
"SS01255	ucfmt"
"SS01260	ucfmt"
